"x" "y"
"2414" 372054.460719589 6757009.24854603
"2415" 944054.460719589 7705009.24854603
"2416" 478054.460719589 6778009.24854603
"2417" 509054.460719589 6775009.24854603
"2418" 744054.460719589 7453009.24854603
"2419" 625054.460719589 6557009.24854603
"2420" 438054.460719589 6748009.24854603
"2421" 439054.460719589 6606009.24854603
"2422" 807054.460719589 7492009.24854603
"2423" 658054.460719589 6777009.24854603
"2424" 582054.460719589 7034009.24854603
"2425" 655054.460719589 6578009.24854603
"2426" 555054.460719589 6823009.24854603
"2427" 1037054.46071959 7888009.24854603
"2428" 624054.460719589 6623009.24854603
"2429" 593054.460719589 6761009.24854603
"2430" 1013054.46071959 7815009.24854603
"2431" 648054.460719589 6939009.24854603
"2432" 532054.460719589 7006009.24854603
"2433" 557054.460719589 6663009.24854603
"2434" 664054.460719589 6897009.24854603
"2435" 525054.460719589 6752009.24854603
"2436" 516054.460719589 6527009.24854603
"2437" 1305054.46071959 7872009.24854603
"2438" 579054.460719589 6631009.24854603
"2439" 467054.460719589 6587009.24854603
"2440" 604054.460719589 7032009.24854603
"2441" 381054.460719589 6546009.24854603
"2442" 557054.460719589 6807009.24854603
"2443" 645054.460719589 6536009.24854603
"2444" 574054.460719589 6974009.24854603
"2445" 696054.460719589 7263009.24854603
"2446" 527054.460719589 7027009.24854603
"2447" 411054.460719589 6798009.24854603
"2448" 348054.460719589 6677009.24854603
"2449" 780054.460719589 7480009.24854603
"2450" 611054.460719589 6998009.24854603
"2451" 485054.460719589 6584009.24854603
"2452" 601054.460719589 6966009.24854603
"2453" 613054.460719589 6836009.24854603
"2454" 331054.460719589 6598009.24854603
"2455" 527054.460719589 6916009.24854603
"2456" 521054.460719589 6931009.24854603
"2457" 590054.460719589 6708009.24854603
"2458" 994054.460719589 7878009.24854603
"2459" 641054.460719589 7096009.24854603
"2460" 506054.460719589 6853009.24854603
"2461" 780054.460719589 7538009.24854603
"2462" 644054.460719589 6755009.24854603
"2463" 625054.460719589 6610009.24854603
"2464" 438054.460719589 6539009.24854603
"2465" 669054.460719589 6884009.24854603
"2466" 552054.460719589 7044009.24854603
"2467" 607054.460719589 6577009.24854603
"2468" 552054.460719589 6811009.24854603
"2469" 671054.460719589 6661009.24854603
"2470" 948054.460719589 7806009.24854603
"2471" 562054.460719589 7011009.24854603
"2472" 415054.460719589 6712009.24854603
"2473" 586054.460719589 6706009.24854603
"2474" 577054.460719589 6680009.24854603
"2475" 739054.460719589 7602009.24854603
"2476" 782054.460719589 7485009.24854603
"2477" 619054.460719589 6588009.24854603
"2478" 567054.460719589 7009009.24854603
"2479" 584054.460719589 6817009.24854603
"2480" 426054.460719589 6476009.24854603
"2481" 424054.460719589 6962009.24854603
"2482" 330054.460719589 6555009.24854603
"2483" 727054.460719589 7431009.24854603
"2484" 595054.460719589 6622009.24854603
"2485" 581054.460719589 6588009.24854603
"2486" 394054.460719589 6462009.24854603
"2487" 607054.460719589 6903009.24854603
"2488" 314054.460719589 6509009.24854603
"2489" 303054.460719589 6598009.24854603
"2490" 585054.460719589 6640009.24854603
"2491" 971054.460719589 7829009.24854603
"2492" 578054.460719589 6799009.24854603
"2493" 585054.460719589 6660009.24854603
"2494" 569054.460719589 6608009.24854603
"2495" 614054.460719589 6660009.24854603
"2496" 564054.460719589 6615009.24854603
"2497" 400054.460719589 6657009.24854603
"2498" 418054.460719589 6905009.24854603
"2499" 700054.460719589 7582009.24854603
"2500" 743054.460719589 7430009.24854603
"2501" 652054.460719589 6962009.24854603
"2502" 360054.460719589 6443009.24854603
"2503" 681054.460719589 7171009.24854603
"2504" 574054.460719589 6975009.24854603
"2505" 732054.460719589 7193009.24854603
"2506" 464054.460719589 6923009.24854603
"2507" 445054.460719589 6599009.24854603
"2508" 817054.460719589 7588009.24854603
"2509" 608054.460719589 6676009.24854603
"2510" 623054.460719589 7044009.24854603
"2511" 357054.460719589 6714009.24854603
"2512" 637054.460719589 6672009.24854603
"2513" 451054.460719589 6856009.24854603
"2514" 680054.460719589 6714009.24854603
"2515" 605054.460719589 6939009.24854603
"2516" 344054.460719589 6756009.24854603
"2517" 528054.460719589 6969009.24854603
"2518" 628054.460719589 7060009.24854603
"2519" 739054.460719589 7454009.24854603
"2520" 380054.460719589 6727009.24854603
"2521" 315054.460719589 6518009.24854603
"2522" 570054.460719589 6686009.24854603
"2523" 429054.460719589 6491009.24854603
"2524" 782054.460719589 7467009.24854603
"2525" 607054.460719589 6612009.24854603
"2526" 451054.460719589 6992009.24854603
"2527" 568054.460719589 6679009.24854603
"2528" 651054.460719589 6708009.24854603
"2529" 912054.460719589 7668009.24854603
"2530" 625054.460719589 6924009.24854603
"2531" 659054.460719589 6628009.24854603
"2532" 436054.460719589 6980009.24854603
"2533" 824054.460719589 7588009.24854603
"2534" 464054.460719589 6625009.24854603
"2535" 588054.460719589 6653009.24854603
"2536" 482054.460719589 6615009.24854603
"2537" 435054.460719589 6450009.24854603
"2538" 792054.460719589 7581009.24854603
"2539" 338054.460719589 6565009.24854603
"2540" 449054.460719589 6828009.24854603
"2541" 761054.460719589 7461009.24854603
"2542" 438054.460719589 6562009.24854603
"2543" 457054.460719589 6493009.24854603
"2544" 783054.460719589 7608009.24854603
"2545" 565054.460719589 6774009.24854603
"2546" 428054.460719589 6549009.24854603
"2547" 816054.460719589 7461009.24854603
"2548" 487054.460719589 6632009.24854603
"2549" 460054.460719589 6463009.24854603
"2550" 578054.460719589 7000009.24854603
"2551" 565054.460719589 6784009.24854603
"2552" 567054.460719589 6685009.24854603
"2553" 630054.460719589 6630009.24854603
"2554" 448054.460719589 6843009.24854603
"2555" 619054.460719589 6595009.24854603
"2556" 432054.460719589 6503009.24854603
"2557" 441054.460719589 6985009.24854603
"2558" 567054.460719589 6642009.24854603
"2559" 532054.460719589 6574009.24854603
"2560" 640054.460719589 6774009.24854603
"2561" 608054.460719589 6644009.24854603
"2562" 583054.460719589 7035009.24854603
"2563" 611054.460719589 6599009.24854603
"2564" 569054.460719589 6748009.24854603
"2565" 589054.460719589 7025009.24854603
"2566" 632054.460719589 6658009.24854603
"2567" 301054.460719589 6680009.24854603
"2568" 609054.460719589 6865009.24854603
"2569" 592054.460719589 6615009.24854603
"2570" 396054.460719589 6855009.24854603
"2571" 431054.460719589 6740009.24854603
"2572" 427054.460719589 6926009.24854603
"2573" 422054.460719589 6544009.24854603
"2574" 895054.460719589 7785009.24854603
"2575" 501054.460719589 6494009.24854603
"2576" 367054.460719589 6464009.24854603
"2577" 511054.460719589 6507009.24854603
"2578" 488054.460719589 7064009.24854603
"2579" 377054.460719589 6921009.24854603
"2580" 578054.460719589 6782009.24854603
"2581" 621054.460719589 6932009.24854603
"2582" 619054.460719589 6573009.24854603
"2583" 571054.460719589 6643009.24854603
"2584" 609054.460719589 6622009.24854603
"2585" 611054.460719589 7041009.24854603
"2586" 576054.460719589 6791009.24854603
"2587" 360054.460719589 6878009.24854603
"2588" 467054.460719589 6965009.24854603
"2589" 1067054.46071959 7775009.24854603
"2590" 458054.460719589 6477009.24854603
"2591" 862054.460719589 7647009.24854603
"2592" 524054.460719589 6774009.24854603
"2593" 650054.460719589 6559009.24854603
"2594" 463054.460719589 6774009.24854603
"2595" 518054.460719589 6577009.24854603
"2596" 407054.460719589 6461009.24854603
"2597" 504054.460719589 6859009.24854603
"2598" 601054.460719589 6587009.24854603
"2599" 568054.460719589 6933009.24854603
"2600" 646054.460719589 6929009.24854603
"2601" 739054.460719589 7384009.24854603
"2602" 441054.460719589 6881009.24854603
"2603" 609054.460719589 6752009.24854603
"2604" 497054.460719589 6605009.24854603
"2605" 656054.460719589 6991009.24854603
"2606" 553054.460719589 6538009.24854603
"2607" 591054.460719589 6841009.24854603
"2608" 969054.460719589 7784009.24854603
"2609" 573054.460719589 7054009.24854603
"2610" 539054.460719589 6876009.24854603
"2611" 507054.460719589 6516009.24854603
"2612" 644054.460719589 6551009.24854603
"2613" 428054.460719589 6977009.24854603
"2614" 602054.460719589 6674009.24854603
"2615" 711054.460719589 7429009.24854603
"2616" 725054.460719589 7428009.24854603
"2617" 585054.460719589 7000009.24854603
"2618" 384054.460719589 6723009.24854603
"2619" 455054.460719589 6941009.24854603
"2620" 1320054.46071959 7879009.24854603
"2621" 1005054.46071959 7833009.24854603
"2622" 564054.460719589 6761009.24854603
"2623" 601054.460719589 6967009.24854603
"2624" 887054.460719589 7759009.24854603
"2625" 452054.460719589 6461009.24854603
"2626" 624054.460719589 6633009.24854603
"2627" 627054.460719589 6579009.24854603
"2628" 465054.460719589 6770009.24854603
"2629" 562054.460719589 6806009.24854603
"2630" 534054.460719589 6585009.24854603
"2631" 440054.460719589 6465009.24854603
"2632" 462054.460719589 6975009.24854603
"2633" 614054.460719589 6668009.24854603
"2634" 607054.460719589 6759009.24854603
"2635" 483054.460719589 6777009.24854603
"2636" 633054.460719589 6610009.24854603
"2637" 816054.460719589 7628009.24854603
"2638" 441054.460719589 6708009.24854603
"2639" 556054.460719589 6579009.24854603
"2640" 655054.460719589 6903009.24854603
"2641" 653054.460719589 6547009.24854603
"2642" 524054.460719589 6795009.24854603
"2643" 709054.460719589 7578009.24854603
"2644" 378054.460719589 6459009.24854603
"2645" 461054.460719589 6608009.24854603
"2646" 530054.460719589 6598009.24854603
"2647" 645054.460719589 6869009.24854603
"2648" 594054.460719589 7025009.24854603
"2649" 633054.460719589 6575009.24854603
"2650" 680054.460719589 6787009.24854603
"2651" 559054.460719589 6811009.24854603
"2652" 650054.460719589 6891009.24854603
"2653" 576054.460719589 6652009.24854603
"2654" 872054.460719589 7660009.24854603
"2655" 569054.460719589 6905009.24854603
"2656" 538054.460719589 6915009.24854603
"2657" 514054.460719589 6526009.24854603
"2658" 383054.460719589 6787009.24854603
"2659" 366054.460719589 6452009.24854603
"2660" 594054.460719589 6656009.24854603
"2661" 868054.460719589 7623009.24854603
"2662" 898054.460719589 7773009.24854603
"2663" 296054.460719589 6819009.24854603
"2664" 338054.460719589 6765009.24854603
"2665" 467054.460719589 6620009.24854603
"2666" 599054.460719589 7011009.24854603
"2667" 448054.460719589 6462009.24854603
"2668" 587054.460719589 6680009.24854603
"2669" 590054.460719589 6731009.24854603
"2670" 429054.460719589 6779009.24854603
"2671" 616054.460719589 6631009.24854603
"2672" 485054.460719589 6811009.24854603
"2673" 749054.460719589 7450009.24854603
"2674" 636054.460719589 6589009.24854603
"2675" 433054.460719589 6476009.24854603
"2676" 774054.460719589 7599009.24854603
"2677" 385054.460719589 6769009.24854603
"2678" 519054.460719589 6562009.24854603
"2679" 578054.460719589 6556009.24854603
"2680" 603054.460719589 6666009.24854603
"2681" 605054.460719589 6730009.24854603
"2682" 732054.460719589 7471009.24854603
"2683" 557054.460719589 7050009.24854603
"2684" 544054.460719589 6747009.24854603
"2685" 430054.460719589 6924009.24854603
"2686" 519054.460719589 6579009.24854603
"2687" 455054.460719589 6623009.24854603
"2688" 734054.460719589 7456009.24854603
"2689" 598054.460719589 6660009.24854603
"2690" 357054.460719589 6467009.24854603
"2691" 473054.460719589 6463009.24854603
"2692" 559054.460719589 7026009.24854603
"2693" 558054.460719589 6848009.24854603
"2694" 780054.460719589 7472009.24854603
"2695" 587054.460719589 6646009.24854603
"2696" 668054.460719589 7150009.24854603
"2697" 335054.460719589 6497009.24854603
"2698" 405054.460719589 6856009.24854603
"2699" 729054.460719589 7433009.24854603
"2700" 473054.460719589 6567009.24854603
"2701" 555054.460719589 7029009.24854603
"2702" 730054.460719589 7116009.24854603
"2703" 656054.460719589 6643009.24854603
"2704" 601054.460719589 6751009.24854603
"2705" 587054.460719589 6780009.24854603
"2706" 491054.460719589 6666009.24854603
"2707" 882054.460719589 7744009.24854603
"2708" 545054.460719589 6811009.24854603
"2709" 454054.460719589 6969009.24854603
"2710" 295054.460719589 6841009.24854603
"2711" 589054.460719589 7112009.24854603
"2712" 504054.460719589 6533009.24854603
"2713" 375054.460719589 6448009.24854603
"2714" 485054.460719589 6483009.24854603
"2715" 410054.460719589 6942009.24854603
"2716" 853054.460719589 7586009.24854603
"2717" 447054.460719589 6461009.24854603
"2718" 390054.460719589 6562009.24854603
"2719" 642054.460719589 6598009.24854603
"2720" 486054.460719589 6620009.24854603
"2721" 776054.460719589 7443009.24854603
"2722" 531054.460719589 6910009.24854603
"2723" 402054.460719589 6621009.24854603
"2724" 467054.460719589 6755009.24854603
"2725" 315054.460719589 6600009.24854603
"2726" 542054.460719589 6613009.24854603
"2727" 610054.460719589 6553009.24854603
"2728" 623054.460719589 6615009.24854603
"2729" 580054.460719589 6635009.24854603
"2730" 416054.460719589 6871009.24854603
"2731" 608054.460719589 6576009.24854603
"2732" 561054.460719589 6755009.24854603
"2733" 591054.460719589 6764009.24854603
"2734" 362054.460719589 6703009.24854603
"2735" 572054.460719589 7023009.24854603
"2736" 519054.460719589 7036009.24854603
"2737" 540054.460719589 6815009.24854603
"2738" 524054.460719589 7030009.24854603
"2739" 467054.460719589 6930009.24854603
"2740" 293054.460719589 6846009.24854603
"2741" 1294054.46071959 7839009.24854603
"2742" 569054.460719589 6634009.24854603
"2743" 753054.460719589 7446009.24854603
"2744" 554054.460719589 6583009.24854603
"2745" 527054.460719589 6569009.24854603
"2746" 424054.460719589 6931009.24854603
"2747" 488054.460719589 6863009.24854603
"2748" 550054.460719589 6808009.24854603
"2749" 475054.460719589 6874009.24854603
"2750" 606054.460719589 6638009.24854603
"2751" 410054.460719589 6883009.24854603
"2752" 540054.460719589 6600009.24854603
"2753" 748054.460719589 7467009.24854603
"2754" 661054.460719589 7078009.24854603
"2755" 614054.460719589 6781009.24854603
"2756" 543054.460719589 6940009.24854603
"2757" 893054.460719589 7752009.24854603
"2758" 454054.460719589 6698009.24854603
"2759" 421054.460719589 6460009.24854603
"2760" 629054.460719589 6595009.24854603
"2761" 393054.460719589 6457009.24854603
"2762" 578054.460719589 7013009.24854603
"2763" 741054.460719589 7453009.24854603
"2764" 475054.460719589 6759009.24854603
"2765" 492054.460719589 6813009.24854603
"2766" 305054.460719589 6750009.24854603
"2767" 593054.460719589 6663009.24854603
"2768" 550054.460719589 6566009.24854603
"2769" 788054.460719589 7397009.24854603
"2770" 532054.460719589 7066009.24854603
"2771" 284054.460719589 6657009.24854603
"2772" 548054.460719589 6613009.24854603
"2773" 759054.460719589 7420009.24854603
"2774" 1022054.46071959 7712009.24854603
"2775" 787054.460719589 7466009.24854603
"2776" 347054.460719589 6483009.24854603
"2777" 604054.460719589 6645009.24854603
"2778" 421054.460719589 6482009.24854603
"2779" 454054.460719589 6927009.24854603
"2780" 565054.460719589 6605009.24854603
"2781" 377054.460719589 6475009.24854603
"2782" 658054.460719589 6755009.24854603
"2783" 769054.460719589 7511009.24854603
"2784" 964054.460719589 7736009.24854603
"2785" 310054.460719589 6536009.24854603
"2786" 575054.460719589 6663009.24854603
"2787" 530054.460719589 6551009.24854603
"2788" 647054.460719589 6593009.24854603
"2789" 310054.460719589 6889009.24854603
"2790" 598054.460719589 6622009.24854603
"2791" 301054.460719589 6726009.24854603
"2792" 452054.460719589 6730009.24854603
"2793" 648054.460719589 6549009.24854603
"2794" 429054.460719589 6812009.24854603
"2795" 462054.460719589 6708009.24854603
"2796" 777054.460719589 7524009.24854603
"2797" 378054.460719589 6895009.24854603
"2798" 743054.460719589 7487009.24854603
"2799" 295054.460719589 6687009.24854603
"2800" 570054.460719589 6671009.24854603
"2801" 533054.460719589 6928009.24854603
"2802" 595054.460719589 6627009.24854603
"2803" 673054.460719589 7116009.24854603
"2804" 565054.460719589 6575009.24854603
"2805" 514054.460719589 6857009.24854603
"2806" 553054.460719589 6890009.24854603
"2807" 409054.460719589 6960009.24854603
"2808" 377054.460719589 6672009.24854603
"2809" 739054.460719589 7435009.24854603
"2810" 555054.460719589 7022009.24854603
"2811" 468054.460719589 6985009.24854603
"2812" 641054.460719589 6597009.24854603
"2813" 592054.460719589 6621009.24854603
"2814" 510054.460719589 6638009.24854603
"2815" 599054.460719589 6621009.24854603
"2816" 343054.460719589 6706009.24854603
"2817" 578054.460719589 6768009.24854603
"2818" 752054.460719589 7442009.24854603
"2819" 555054.460719589 6707009.24854603
"2820" 540054.460719589 6811009.24854603
"2821" 404054.460719589 6963009.24854603
"2822" 789054.460719589 7641009.24854603
"2823" 598054.460719589 6625009.24854603
"2824" 604054.460719589 6757009.24854603
"2825" 549054.460719589 6817009.24854603
"2826" 537054.460719589 6680009.24854603
"2827" 505054.460719589 6919009.24854603
"2828" 405054.460719589 6916009.24854603
"2829" 574054.460719589 7062009.24854603
"2830" 593054.460719589 6729009.24854603
"2831" 609054.460719589 7031009.24854603
"2832" 550054.460719589 6549009.24854603
"2833" 1048054.46071959 7706009.24854603
"2834" 557054.460719589 6636009.24854603
"2835" 608054.460719589 6965009.24854603
"2836" 506054.460719589 6846009.24854603
"2837" 474054.460719589 6601009.24854603
"2838" 421054.460719589 6536009.24854603
"2839" 635054.460719589 6581009.24854603
"2840" 557054.460719589 6782009.24854603
"2841" 446054.460719589 6570009.24854603
"2842" 348054.460719589 6520009.24854603
"2843" 476054.460719589 6712009.24854603
"2844" 738054.460719589 7468009.24854603
"2845" 467054.460719589 6958009.24854603
"2846" 486054.460719589 6676009.24854603
"2847" 601054.460719589 6731009.24854603
"2848" 388054.460719589 6432009.24854603
"2849" 428054.460719589 6951009.24854603
"2850" 548054.460719589 6645009.24854603
"2851" 781054.460719589 7493009.24854603
"2852" 641054.460719589 6640009.24854603
"2853" 604054.460719589 7039009.24854603
"2854" 744054.460719589 7476009.24854603
"2855" 714054.460719589 7437009.24854603
"2856" 465054.460719589 6679009.24854603
"2857" 470054.460719589 6589009.24854603
"2858" 536054.460719589 6903009.24854603
"2859" 378054.460719589 6735009.24854603
"2860" 604054.460719589 6652009.24854603
"2861" 645054.460719589 6566009.24854603
"2862" 467054.460719589 7002009.24854603
"2863" 498054.460719589 6502009.24854603
"2864" 291054.460719589 6684009.24854603
"2865" 557054.460719589 7075009.24854603
"2866" 552054.460719589 6563009.24854603
"2867" 383054.460719589 6704009.24854603
"2868" 612054.460719589 6643009.24854603
"2869" 486054.460719589 6515009.24854603
"2870" 1296054.46071959 7825009.24854603
"2871" 423054.460719589 6696009.24854603
"2872" 1088054.46071959 7800009.24854603
"2873" 555054.460719589 6771009.24854603
"2874" 590054.460719589 6694009.24854603
"2875" 874054.460719589 7645009.24854603
"2876" 610054.460719589 6639009.24854603
"2877" 660054.460719589 6750009.24854603
"2878" 575054.460719589 6805009.24854603
"2879" 632054.460719589 6968009.24854603
"2880" 477054.460719589 6508009.24854603
"2881" 691054.460719589 6823009.24854603
"2882" 614054.460719589 6626009.24854603
"2883" 594054.460719589 6635009.24854603
"2884" 633054.460719589 6928009.24854603
"2885" 553054.460719589 6937009.24854603
"2886" 333054.460719589 6772009.24854603
"2887" 485054.460719589 6801009.24854603
"2888" 607054.460719589 6607009.24854603
"2889" 463054.460719589 6859009.24854603
"2890" 755054.460719589 7423009.24854603
"2891" 568054.460719589 6982009.24854603
"2892" 515054.460719589 6679009.24854603
"2893" 480054.460719589 6489009.24854603
"2894" 735054.460719589 7458009.24854603
"2895" 648054.460719589 6562009.24854603
"2896" 556054.460719589 7055009.24854603
"2897" 339054.460719589 6576009.24854603
"2898" 377054.460719589 6449009.24854603
"2899" 449054.460719589 6546009.24854603
"2900" 599054.460719589 6589009.24854603
"2901" 570054.460719589 6667009.24854603
"2902" 578054.460719589 6763009.24854603
"2903" 484054.460719589 6624009.24854603
"2904" 550054.460719589 6622009.24854603
"2905" 635054.460719589 7035009.24854603
"2906" 802054.460719589 7456009.24854603
"2907" 718054.460719589 7204009.24854603
"2908" 756054.460719589 7482009.24854603
"2909" 1154054.46071959 7842009.24854603
"2910" 675054.460719589 7200009.24854603
"2911" 463054.460719589 6828009.24854603
"2912" 607054.460719589 7048009.24854603
"2913" 1159054.46071959 7955009.24854603
"2914" 658054.460719589 6921009.24854603
"2915" 316054.460719589 6880009.24854603
"2916" 784054.460719589 7423009.24854603
"2917" 615054.460719589 6588009.24854603
"2918" 1148054.46071959 7899009.24854603
"2919" 416054.460719589 6759009.24854603
"2920" 610054.460719589 6600009.24854603
"2921" 568054.460719589 6638009.24854603
"2922" 539054.460719589 6552009.24854603
"2923" 404054.460719589 6958009.24854603
"2924" 647054.460719589 6649009.24854603
"2925" 518054.460719589 6539009.24854603
"2926" 786054.460719589 7438009.24854603
"2927" 461054.460719589 6599009.24854603
"2928" 385054.460719589 6690009.24854603
"2929" 629054.460719589 6921009.24854603
"2930" 575054.460719589 6778009.24854603
"2931" 619054.460719589 6713009.24854603
"2932" 749054.460719589 7456009.24854603
"2933" 503054.460719589 6932009.24854603
"2934" 614054.460719589 6750009.24854603
"2935" 726054.460719589 7411009.24854603
"2936" 594054.460719589 6590009.24854603
"2937" 672054.460719589 6711009.24854603
"2938" 502054.460719589 6510009.24854603
"2939" 290054.460719589 6661009.24854603
"2940" 563054.460719589 6903009.24854603
"2941" 306054.460719589 6831009.24854603
"2942" 540054.460719589 6810009.24854603
"2943" 592054.460719589 6626009.24854603
"2944" 610054.460719589 6629009.24854603
"2945" 415054.460719589 6434009.24854603
"2946" 574054.460719589 6710009.24854603
"2947" 515054.460719589 6856009.24854603
"2948" 541054.460719589 6802009.24854603
"2949" 506054.460719589 6511009.24854603
"2950" 589054.460719589 6795009.24854603
"2951" 571054.460719589 6930009.24854603
"2952" 626054.460719589 6693009.24854603
"2953" 773054.460719589 7490009.24854603
"2954" 1289054.46071959 7802009.24854603
"2955" 528054.460719589 6957009.24854603
"2956" 766054.460719589 7387009.24854603
"2957" 290054.460719589 6720009.24854603
"2958" 692054.460719589 7302009.24854603
"2959" 314054.460719589 6701009.24854603
"2960" 575054.460719589 6748009.24854603
"2961" 762054.460719589 7376009.24854603
"2962" 435054.460719589 6616009.24854603
"2963" 309054.460719589 6769009.24854603
"2964" 577054.460719589 6789009.24854603
"2965" 524054.460719589 6885009.24854603
"2966" 543054.460719589 6602009.24854603
"2967" 510054.460719589 6996009.24854603
"2968" 609054.460719589 6728009.24854603
"2969" 531054.460719589 7043009.24854603
"2970" 533054.460719589 6817009.24854603
"2971" 480054.460719589 6844009.24854603
"2972" 489054.460719589 6633009.24854603
"2973" 543054.460719589 6612009.24854603
"2974" 475054.460719589 6474009.24854603
"2975" 535054.460719589 6592009.24854603
"2976" 389054.460719589 6610009.24854603
"2977" 430054.460719589 6589009.24854603
"2978" 644054.460719589 6649009.24854603
"2979" 1020054.46071959 7831009.24854603
"2980" 654054.460719589 6857009.24854603
"2981" 652054.460719589 7073009.24854603
"2982" 533054.460719589 6546009.24854603
"2983" 600054.460719589 7053009.24854603
"2984" 744054.460719589 7463009.24854603
"2985" 439054.460719589 6518009.24854603
"2986" 489054.460719589 6591009.24854603
"2987" 1063054.46071959 7771009.24854603
"2988" 636054.460719589 6555009.24854603
"2989" 611054.460719589 6700009.24854603
"2990" 513054.460719589 6587009.24854603
"2991" 983054.460719589 7758009.24854603
"2992" 612054.460719589 6588009.24854603
"2993" 665054.460719589 6839009.24854603
"2994" 552054.460719589 6603009.24854603
"2995" 416054.460719589 6878009.24854603
"2996" 559054.460719589 6636009.24854603
"2997" 492054.460719589 7013009.24854603
"2998" 657054.460719589 6722009.24854603
"2999" 646054.460719589 6823009.24854603
"3000" 573054.460719589 6649009.24854603
"3001" 442054.460719589 6979009.24854603
"3002" 533054.460719589 6949009.24854603
"3003" 434054.460719589 6968009.24854603
"3004" 348054.460719589 6718009.24854603
"3005" 482054.460719589 6824009.24854603
"3006" 930054.460719589 7668009.24854603
"3007" 614054.460719589 6714009.24854603
"3008" 662054.460719589 6876009.24854603
"3009" 520054.460719589 6571009.24854603
"3010" 866054.460719589 7764009.24854603
"3011" 397054.460719589 6938009.24854603
"3012" 581054.460719589 6787009.24854603
"3013" 292054.460719589 6650009.24854603
"3014" 571054.460719589 7010009.24854603
"3015" 621054.460719589 7009009.24854603
"3016" 539054.460719589 6542009.24854603
"3017" 790054.460719589 7442009.24854603
"3018" 359054.460719589 6478009.24854603
"3019" 680054.460719589 7162009.24854603
"3020" 400054.460719589 6616009.24854603
"3021" 786054.460719589 7472009.24854603
"3022" 598054.460719589 6891009.24854603
"3023" 1295054.46071959 7941009.24854603
"3024" 480054.460719589 6847009.24854603
"3025" 663054.460719589 6805009.24854603
"3026" 410054.460719589 6758009.24854603
"3027" 458054.460719589 6957009.24854603
"3028" 592054.460719589 6729009.24854603
"3029" 536054.460719589 6557009.24854603
"3030" 782054.460719589 7459009.24854603
"3031" 371054.460719589 6725009.24854603
"3032" 442054.460719589 6761009.24854603
"3033" 586054.460719589 6979009.24854603
"3034" 528054.460719589 6887009.24854603
"3035" 678054.460719589 6799009.24854603
"3036" 670054.460719589 7295009.24854603
"3037" 643054.460719589 7138009.24854603
"3038" 338054.460719589 6636009.24854603
"3039" 449054.460719589 6930009.24854603
"3040" 715054.460719589 7204009.24854603
"3041" 529054.460719589 6555009.24854603
"3042" 418054.460719589 6481009.24854603
"3043" 425054.460719589 6450009.24854603
"3044" 870054.460719589 7635009.24854603
"3045" 395054.460719589 6943009.24854603
"3046" 500054.460719589 6841009.24854603
"3047" 452054.460719589 6711009.24854603
"3048" 597054.460719589 6656009.24854603
"3049" 454054.460719589 6973009.24854603
"3050" 568054.460719589 6753009.24854603
"3051" 541054.460719589 6946009.24854603
"3052" 484054.460719589 7020009.24854603
"3053" 392054.460719589 6709009.24854603
"3054" 302054.460719589 6857009.24854603
"3055" 718054.460719589 7256009.24854603
"3056" 412054.460719589 6436009.24854603
"3057" 736054.460719589 7448009.24854603
"3058" 503054.460719589 6674009.24854603
"3059" 352054.460719589 6794009.24854603
"3060" 361054.460719589 6933009.24854603
"3061" 362054.460719589 6737009.24854603
"3062" 558054.460719589 6998009.24854603
"3063" 518054.460719589 6518009.24854603
"3064" 568054.460719589 6582009.24854603
"3065" 397054.460719589 6752009.24854603
"3066" 651054.460719589 6983009.24854603
"3067" 740054.460719589 7312009.24854603
"3068" 476054.460719589 6942009.24854603
"3069" 425054.460719589 6752009.24854603
"3070" 349054.460719589 6842009.24854603
"3071" 378054.460719589 6466009.24854603
"3072" 564054.460719589 6747009.24854603
"3073" 762054.460719589 7426009.24854603
"3074" 800054.460719589 7459009.24854603
"3075" 1047054.46071959 7834009.24854603
"3076" 359054.460719589 6446009.24854603
"3077" 480054.460719589 6938009.24854603
"3078" 734054.460719589 7449009.24854603
"3079" 481054.460719589 6614009.24854603
"3080" 629054.460719589 6700009.24854603
"3081" 799054.460719589 7538009.24854603
"3082" 485054.460719589 6493009.24854603
"3083" 589054.460719589 7198009.24854603
"3084" 646054.460719589 6557009.24854603
"3085" 603054.460719589 7064009.24854603
"3086" 600054.460719589 6598009.24854603
"3087" 640054.460719589 6952009.24854603
"3088" 497054.460719589 6545009.24854603
"3089" 799054.460719589 7491009.24854603
"3090" 295054.460719589 6701009.24854603
"3091" 343054.460719589 6484009.24854603
"3092" 367054.460719589 6736009.24854603
"3093" 389054.460719589 6684009.24854603
"3094" 635054.460719589 7099009.24854603
"3095" 790054.460719589 7452009.24854603
"3096" 1297054.46071959 7956009.24854603
"3097" 298054.460719589 6634009.24854603
"3098" 445054.460719589 6548009.24854603
"3099" 559054.460719589 6754009.24854603
"3100" 590054.460719589 6621009.24854603
"3101" 464054.460719589 6624009.24854603
"3102" 603054.460719589 7017009.24854603
"3103" 832054.460719589 7604009.24854603
"3104" 590054.460719589 6984009.24854603
"3105" 546054.460719589 6908009.24854603
"3106" 561054.460719589 6804009.24854603
"3107" 552054.460719589 6658009.24854603
"3108" 927054.460719589 7694009.24854603
"3109" 1108054.46071959 7821009.24854603
"3110" 500054.460719589 6771009.24854603
"3111" 610054.460719589 6571009.24854603
