"","modelID","species","method","replication","replicationID","success","training","test.dep","test.indep","AUC","COR","Deviance","TSS"
"206",206,"Cetrelia_olivetorum","fda","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.835,0.521,0.687074721381725,0.526
"207",207,"Cetrelia_olivetorum","fda","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.82,0.492,0.697809686375353,0.525
"208",208,"Cetrelia_olivetorum","fda","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.853,0.56,0.644027869500334,0.577
"209",209,"Cetrelia_olivetorum","fda","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.814,0.474,0.746264915238905,0.55
"210",210,"Cetrelia_olivetorum","fda","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.842,0.503,0.672807216486012,0.533
"211",211,"Cinna_latifolia","glm","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.921,0.68,0.61124854220692,0.771
"212",212,"Cinna_latifolia","glm","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.84,0.547,0.815709973826423,0.592
"213",213,"Cinna_latifolia","glm","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.884,0.609,0.721144006861691,0.689
"214",214,"Cinna_latifolia","glm","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.924,0.718,0.613821970517348,0.72
"215",215,"Cinna_latifolia","glm","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.875,0.6,0.732908303574787,0.668
"216",216,"Cinna_latifolia","gam","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.959,0.781,0.454274591386813,0.832
"217",217,"Cinna_latifolia","gam","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.891,0.66,0.732621312836937,0.63
"218",218,"Cinna_latifolia","gam","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.911,0.662,0.65639270955332,0.69
"219",219,"Cinna_latifolia","gam","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.917,0.702,0.677904505358996,0.722
"220",220,"Cinna_latifolia","gam","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.915,0.695,0.673079768915772,0.739
"221",221,"Cinna_latifolia","rf","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.98,0.848,0.361244830385437,0.919
"222",222,"Cinna_latifolia","rf","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.925,0.745,0.54140037195566,0.741
"223",223,"Cinna_latifolia","rf","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.958,0.792,0.451395214300939,0.823
"224",224,"Cinna_latifolia","rf","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.959,0.786,0.454939656159343,0.833
"225",225,"Cinna_latifolia","rf","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.948,0.768,0.50725456947398,0.822
"226",226,"Cinna_latifolia","brt","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.914,0.632,0.881949769915025,0.734
"227",227,"Cinna_latifolia","brt","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.812,0.487,0.937685390235833,0.54
"228",228,"Cinna_latifolia","brt","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.874,0.571,0.907852130248428,0.63
"229",229,"Cinna_latifolia","brt","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.896,0.627,0.903005646234404,0.717
"230",230,"Cinna_latifolia","brt","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.867,0.541,0.916123329184775,0.634
"231",231,"Cinna_latifolia","mda","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.917,0.653,0.659938493074457,0.734
"232",232,"Cinna_latifolia","mda","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.838,0.527,0.863245118843228,0.586
"233",233,"Cinna_latifolia","mda","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.891,0.602,0.767236950690531,0.678
"234",234,"Cinna_latifolia","mda","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.92,0.691,0.619207983103936,0.728
"235",235,"Cinna_latifolia","mda","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.865,0.536,0.838391472840857,0.616
"236",236,"Cinna_latifolia","fda","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.906,0.637,0.668251729489361,0.753
"237",237,"Cinna_latifolia","fda","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.837,0.518,0.836729073804267,0.552
"238",238,"Cinna_latifolia","fda","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.875,0.587,0.757297299289946,0.682
"239",239,"Cinna_latifolia","fda","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.922,0.697,0.609000004549487,0.719
"240",240,"Cinna_latifolia","fda","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.858,0.54,0.80678916034986,0.627
"241",241,"Collema_curtisporum","glm","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.916,0.446,0.225832126377377,0.781
"242",242,"Collema_curtisporum","glm","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.885,0.425,0.219636728940594,0.732
"243",243,"Collema_curtisporum","glm","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.984,0.718,0.133414512630145,0.896
"244",244,"Collema_curtisporum","glm","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.871,0.573,0.211721246392596,0.586
"245",245,"Collema_curtisporum","glm","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.898,0.523,0.204419845296439,0.696
"246",246,"Collema_curtisporum","gam","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.843,0.504,0.547762001554101,0.698
"247",247,"Collema_curtisporum","gam","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.897,0.461,0.211360787515776,0.743
"248",248,"Collema_curtisporum","gam","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.993,0.774,0.10622719733523,0.984
"249",249,"Collema_curtisporum","gam","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.907,0.513,0.212195956231791,0.723
"250",250,"Collema_curtisporum","gam","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.919,0.521,0.20098889583428,0.764
"251",251,"Collema_curtisporum","rf","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.975,0.732,0.134457903559976,0.911
"252",252,"Collema_curtisporum","rf","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.969,0.67,0.136308995850551,0.901
"253",253,"Collema_curtisporum","rf","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.999,0.915,0.0571807826861971,0.995
"254",254,"Collema_curtisporum","rf","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.969,0.713,0.128478430666916,0.838
"255",255,"Collema_curtisporum","rf","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.93,0.772,0.133996554251324,0.779
"256",256,"Collema_curtisporum","brt","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.887,0.299,0.291573047809291,0.734
"257",257,"Collema_curtisporum","brt","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.872,0.272,0.263134716311442,0.743
"258",258,"Collema_curtisporum","brt","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.981,0.749,0.194976322287049,0.932
"259",259,"Collema_curtisporum","brt","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.852,0.517,0.246113822923258,0.565
"260",260,"Collema_curtisporum","brt","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.884,0.433,0.244093511646341,0.636
"261",261,"Collema_curtisporum","mda","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.926,0.307,0.934705103809596,0.786
"262",262,"Collema_curtisporum","mda","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.863,0.225,1.18061421821872,0.737
"263",263,"Collema_curtisporum","mda","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.984,0.608,0.660180434832101,0.917
"264",264,"Collema_curtisporum","mda","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.847,0.414,0.480396777622126,0.604
"265",265,"Collema_curtisporum","mda","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.927,0.446,0.469287342829572,0.805
"266",266,"Collema_curtisporum","fda","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.911,0.195,0.699256529314254,0.734
"267",267,"Collema_curtisporum","fda","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.868,0.2,0.719262441657979,0.743
"268",268,"Collema_curtisporum","fda","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.977,0.62,0.21844781754808,0.922
"269",269,"Collema_curtisporum","fda","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.82,0.429,0.343426116684698,0.545
"270",270,"Collema_curtisporum","fda","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.877,0.415,0.36882303468277,0.615
"271",271,"Collema_occultatum","glm","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.6,0.067,0.371122085794182,0.219
"272",272,"Collema_occultatum","glm","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.564,0.001,0.39403800664073,0.219
"273",273,"Collema_occultatum","glm","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.772,0.167,0.304231297008193,0.547
"274",274,"Collema_occultatum","glm","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.58,0.128,0.354321045684854,0.24
"275",275,"Collema_occultatum","glm","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.745,0.173,0.3081527389279,0.529
"276",276,"Collema_occultatum","gam","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.568,0.048,0.381523462618125,0.194
"277",277,"Collema_occultatum","gam","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.564,0.001,0.394037857590815,0.219
"278",278,"Collema_occultatum","gam","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.772,0.167,0.304231380506313,0.547
"279",279,"Collema_occultatum","gam","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.58,0.128,0.354321460619934,0.24
"280",280,"Collema_occultatum","gam","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.745,0.173,0.308152982560984,0.529
"281",281,"Collema_occultatum","rf","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.572,0.067,0.410802619823635,0.262
"282",282,"Collema_occultatum","rf","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.547,0.184,0.41706225064729,0.229
"283",283,"Collema_occultatum","rf","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.662,0.109,0.342476369193386,0.443
"284",284,"Collema_occultatum","rf","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.662,0.15,0.345005103194015,0.333
"285",285,"Collema_occultatum","rf","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.818,0.358,0.274321723401734,0.557
"286",286,"Collema_occultatum","brt","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.678,0.134,0.352752105589822,0.37
"287",287,"Collema_occultatum","brt","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.44,0.014,0.373011870172855,0.149
"288",288,"Collema_occultatum","brt","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.755,0.184,0.318560617885672,0.552
"289",289,"Collema_occultatum","brt","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.513,0.03,0.337998262216773,0.152
"290",290,"Collema_occultatum","brt","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.808,0.118,0.324678875494673,0.571
"291",291,"Collema_occultatum","mda","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.506,0.06,0.471660518114879,0.181
"292",292,"Collema_occultatum","mda","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.486,0.015,0.494563649563325,0.175
"293",293,"Collema_occultatum","mda","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.757,0.093,0.365531752162948,0.51
"294",294,"Collema_occultatum","mda","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.501,0.002,0.426704964424916,0.124
"295",295,"Collema_occultatum","mda","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.567,-0.03,0.409950995563653,0.3
"296",296,"Collema_occultatum","fda","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.602,0.082,0.368296087411146,0.257
"297",297,"Collema_occultatum","fda","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.586,0.088,0.372081342646626,0.278
"298",298,"Collema_occultatum","fda","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.777,0.204,0.303152540466265,0.568
"299",299,"Collema_occultatum","fda","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.535,0.069,0.362909765836077,0.229
"300",300,"Collema_occultatum","fda","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.738,0.129,0.316226176705309,0.539
"301",301,"Crepis_praemorsa","glm","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.936,0.61,0.385878190785474,0.807
"302",302,"Crepis_praemorsa","glm","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.935,0.603,0.390632967742491,0.797
"303",303,"Crepis_praemorsa","glm","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.908,0.656,0.581240965615113,0.734
"304",304,"Crepis_praemorsa","glm","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.958,0.69,0.326739943394457,0.843
"305",305,"Crepis_praemorsa","glm","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.881,0.461,0.579412649731165,0.705
"306",306,"Crepis_praemorsa","gam","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.943,0.64,0.409053513755847,0.771
"307",307,"Crepis_praemorsa","gam","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.951,0.664,0.368201890893004,0.859
"308",308,"Crepis_praemorsa","gam","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.915,0.749,0.899198182874538,0.75
"309",309,"Crepis_praemorsa","gam","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.966,0.733,0.287275422368967,0.848
"310",310,"Crepis_praemorsa","gam","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.9,0.546,0.727092905724899,0.742
"311",311,"Crepis_praemorsa","rf","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.963,0.736,0.298991509286805,0.802
"312",312,"Crepis_praemorsa","rf","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.976,0.778,0.265909635573974,0.911
"313",313,"Crepis_praemorsa","rf","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.979,0.835,0.239107060671084,0.854
"314",314,"Crepis_praemorsa","rf","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.986,0.829,0.220738834598853,0.916
"315",315,"Crepis_praemorsa","rf","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.967,0.722,0.288320058490409,0.862
"316",316,"Crepis_praemorsa","brt","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.868,0.449,0.553525905788707,0.677
"317",317,"Crepis_praemorsa","brt","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.904,0.543,0.531399973033029,0.74
"318",318,"Crepis_praemorsa","brt","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.921,0.565,0.51914606122359,0.766
"319",319,"Crepis_praemorsa","brt","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.905,0.539,0.529590041053108,0.76
"320",320,"Crepis_praemorsa","brt","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.864,0.43,0.559368831045621,0.601
"321",321,"Crepis_praemorsa","mda","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.911,0.497,0.686634922047567,0.75
"322",322,"Crepis_praemorsa","mda","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.931,0.597,0.514563961951066,0.802
"323",323,"Crepis_praemorsa","mda","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.949,0.671,0.384853050026646,0.792
"324",324,"Crepis_praemorsa","mda","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.931,0.606,0.671521040327636,0.765
"325",325,"Crepis_praemorsa","mda","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.867,0.374,1.01977980208002,0.671
"326",326,"Crepis_praemorsa","fda","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.917,0.539,0.460021058356369,0.781
"327",327,"Crepis_praemorsa","fda","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.923,0.547,0.452473211536146,0.755
"328",328,"Crepis_praemorsa","fda","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.936,0.648,0.402611893091386,0.76
"329",329,"Crepis_praemorsa","fda","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.937,0.636,0.430957292086712,0.76
"330",330,"Crepis_praemorsa","fda","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.875,0.42,0.556425380941366,0.648
"331",331,"Cypripedium_calceolus","glm","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.764,0.247,0.693837264965571,0.46
"332",332,"Cypripedium_calceolus","glm","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.815,0.44,0.517908777316539,0.568
"333",333,"Cypripedium_calceolus","glm","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.887,0.493,0.453887079615552,0.686
"334",334,"Cypripedium_calceolus","glm","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.779,0.434,0.631345010975812,0.494
"335",335,"Cypripedium_calceolus","glm","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.868,0.358,0.488057313562716,0.693
"336",336,"Cypripedium_calceolus","gam","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.763,0.216,0.743833186239826,0.466
"337",337,"Cypripedium_calceolus","gam","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.839,0.426,0.524811610044918,0.573
"338",338,"Cypripedium_calceolus","gam","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.871,0.516,0.450260638291708,0.601
"339",339,"Cypripedium_calceolus","gam","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.813,0.442,0.806855642712388,0.611
"340",340,"Cypripedium_calceolus","gam","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.829,0.341,0.522596233849709,0.578
"341",341,"Cypripedium_calceolus","rf","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.814,0.4,0.527756355323593,0.542
"342",342,"Cypripedium_calceolus","rf","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.856,0.462,0.477132493094528,0.597
"343",343,"Cypripedium_calceolus","rf","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.896,0.572,0.416456800778869,0.67
"344",344,"Cypripedium_calceolus","rf","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.864,0.519,0.457485494662158,0.632
"345",345,"Cypripedium_calceolus","rf","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.887,0.485,0.439275394853554,0.746
"346",346,"Cypripedium_calceolus","brt","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.718,0.068,0.631007351164183,0.467
"347",347,"Cypripedium_calceolus","brt","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.83,0.412,0.582222820396517,0.552
"348",348,"Cypripedium_calceolus","brt","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.846,0.395,0.587965453191635,0.644
"349",349,"Cypripedium_calceolus","brt","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.791,0.412,0.588778695411863,0.459
"350",350,"Cypripedium_calceolus","brt","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.789,0.212,0.594549085433575,0.586
"351",351,"Cypripedium_calceolus","mda","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.717,0.191,0.764725906501472,0.419
"352",352,"Cypripedium_calceolus","mda","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.775,0.302,0.648556583918371,0.434
"353",353,"Cypripedium_calceolus","mda","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.862,0.403,0.518776307447971,0.624
"354",354,"Cypripedium_calceolus","mda","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.742,0.237,0.705994869463884,0.495
"355",355,"Cypripedium_calceolus","mda","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.877,0.367,0.507826793836006,0.791
"356",356,"Cypripedium_calceolus","fda","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.724,0.19,0.652695059830598,0.393
"357",357,"Cypripedium_calceolus","fda","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.793,0.436,0.52765464379361,0.543
"358",358,"Cypripedium_calceolus","fda","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.886,0.482,0.461123215335799,0.702
"359",359,"Cypripedium_calceolus","fda","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.783,0.427,0.532970631849593,0.52
"360",360,"Cypripedium_calceolus","fda","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.869,0.391,0.47929173020317,0.714
"361",361,"Dactylorhiza_sambucina","glm","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.8,0.352,0.626747289708037,0.564
"362",362,"Dactylorhiza_sambucina","glm","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.787,0.381,0.633205608308572,0.471
"363",363,"Dactylorhiza_sambucina","glm","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.777,0.277,0.662107578459539,0.516
"364",364,"Dactylorhiza_sambucina","glm","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.781,0.324,0.667189077353278,0.575
"365",365,"Dactylorhiza_sambucina","glm","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.794,0.357,0.632223438059032,0.525
"366",366,"Dactylorhiza_sambucina","gam","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.924,0.623,0.618559055350178,0.717
"367",367,"Dactylorhiza_sambucina","gam","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.974,0.799,0.291672972095757,0.865
"368",368,"Dactylorhiza_sambucina","gam","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.982,0.844,0.228711390112635,0.877
"369",369,"Dactylorhiza_sambucina","gam","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.954,0.739,0.421089827967039,0.8
"370",370,"Dactylorhiza_sambucina","gam","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.971,0.774,0.280136295528662,0.916
"371",371,"Dactylorhiza_sambucina","rf","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.956,0.796,0.294986404176756,0.81
"372",372,"Dactylorhiza_sambucina","rf","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.98,0.872,0.214081334660433,0.892
"373",373,"Dactylorhiza_sambucina","rf","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.993,0.89,0.179310359617032,0.938
"374",374,"Dactylorhiza_sambucina","rf","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.963,0.782,0.323928801428047,0.866
"375",375,"Dactylorhiza_sambucina","rf","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.997,0.914,0.181615868875166,0.969
"376",376,"Dactylorhiza_sambucina","brt","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.876,0.513,0.66068745791398,0.677
"377",377,"Dactylorhiza_sambucina","brt","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.901,0.584,0.650122413427793,0.688
"378",378,"Dactylorhiza_sambucina","brt","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.948,0.625,0.634896136612668,0.754
"379",379,"Dactylorhiza_sambucina","brt","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.875,0.489,0.658141152275678,0.605
"380",380,"Dactylorhiza_sambucina","brt","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.948,0.572,0.647142336676598,0.798
"381",381,"Dactylorhiza_sambucina","mda","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.868,0.334,0.953987454106575,0.658
"382",382,"Dactylorhiza_sambucina","mda","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.85,0.498,0.555009139381957,0.571
"383",383,"Dactylorhiza_sambucina","mda","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.852,0.377,0.688875280668818,0.625
"384",384,"Dactylorhiza_sambucina","mda","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.865,0.44,0.684245108371181,0.724
"385",385,"Dactylorhiza_sambucina","mda","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.853,0.298,0.801577005746245,0.593
"386",386,"Dactylorhiza_sambucina","fda","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.823,0.382,0.622975680570828,0.533
"387",387,"Dactylorhiza_sambucina","fda","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.785,0.397,0.634302857710483,0.445
"388",388,"Dactylorhiza_sambucina","fda","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.753,0.25,0.681812875493261,0.468
"389",389,"Dactylorhiza_sambucina","fda","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.789,0.311,0.658780125880304,0.58
"390",390,"Dactylorhiza_sambucina","fda","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.792,0.332,0.648511180701304,0.499
"391",391,"Epipogium_aphyllum","glm","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.867,0.479,0.463737425190367,0.654
"392",392,"Epipogium_aphyllum","glm","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.748,0.31,0.583332679953245,0.522
"393",393,"Epipogium_aphyllum","glm","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.855,0.501,0.446958038315077,0.601
"394",394,"Epipogium_aphyllum","glm","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.836,0.428,0.541194803753879,0.612
"395",395,"Epipogium_aphyllum","glm","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.805,0.463,0.516959283196812,0.504
"396",396,"Epipogium_aphyllum","gam","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.888,0.48,0.875692972852751,0.744
"397",397,"Epipogium_aphyllum","gam","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.828,0.602,0.452652203302444,0.628
"398",398,"Epipogium_aphyllum","gam","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.861,0.441,0.562779103694505,0.572
"399",399,"Epipogium_aphyllum","gam","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.859,0.434,0.765220653583677,0.698
"400",400,"Epipogium_aphyllum","gam","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.821,0.536,0.717458817275687,0.588
"401",401,"Epipogium_aphyllum","rf","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.967,0.746,0.286906830277174,0.827
"402",402,"Epipogium_aphyllum","rf","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.89,0.72,0.337392999920746,0.738
"403",403,"Epipogium_aphyllum","rf","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.909,0.682,0.336002795992235,0.751
"404",404,"Epipogium_aphyllum","rf","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.927,0.713,0.325630702094359,0.848
"405",405,"Epipogium_aphyllum","rf","cross_validation",5,TRUE,TRUE,TRUE,FALSE,0.86,0.608,0.412621098430997,0.635
"406",406,"Epipogium_aphyllum","brt","cross_validation",1,TRUE,TRUE,TRUE,FALSE,0.85,0.435,0.508219693869697,0.62
"407",407,"Epipogium_aphyllum","brt","cross_validation",2,TRUE,TRUE,TRUE,FALSE,0.811,0.415,0.515320099320412,0.62
"408",408,"Epipogium_aphyllum","brt","cross_validation",3,TRUE,TRUE,TRUE,FALSE,0.835,0.377,0.524244815962144,0.601
"409",409,"Epipogium_aphyllum","brt","cross_validation",4,TRUE,TRUE,TRUE,FALSE,0.848,0.464,0.505535708565763,0.666
